SL_No.,Clothing_ID,Age,Review,Rating,Recommendation_Indicator,Positive_Feedback_Count,Department_Name
537,117,52,Fabulous,5,1,1,Intimate
538,252,25,Cute and comfortable swimsuit!,5,1,1,Intimate
539,252,35,Lacks support,4,1,0,Intimate
540,634,37,Easy breezy,4,1,2,Intimate
541,838,29,Weird fit,2,0,7,Tops
542,1008,29,Cute but didn't work for me :(,3,0,0,Bottoms
543,1059,47,Cute pants,4,1,0,Bottoms
544,634,39,Great price for,5,1,0,Intimate
545,1059,30,Great fit,5,1,0,Bottoms
546,1059,34,Stretches out,2,0,17,Bottoms
547,1059,60,"Great material, awkward length",3,0,0,Bottoms
548,1059,45,"Love these pants, highly recommend!",5,1,1,Bottoms
549,1008,55,Great skirt!,5,1,1,Bottoms
550,117,34,Mixed feelings,4,1,0,Intimate
551,1087,62,Simple but different.,4,1,1,Dresses
552,1087,23,Too short,5,1,0,Dresses
553,937,36,Itchy,3,0,1,Tops
554,1087,52,Worth it,5,1,84,Dresses
555,937,39,So many compliments,5,1,0,Tops
556,937,33,Great staple sweater!,5,1,0,Tops
557,1059,48,Unique and adorable,5,1,2,Bottoms
558,1110,23,The worst,1,0,2,Dresses
559,1059,38,"Fun, casual pant, perfect for summer and early fal",5,1,1,Bottoms
560,1110,24,"Beautiful dress, weird sizing",4,1,0,Dresses
561,873,38,Started out perfect,3,0,1,Tops
562,1087,36,So beautiful!,5,1,12,Dresses
563,937,26,Perfect layering sweater,5,1,1,Tops
564,1110,35,Runs very small,2,0,11,Dresses
565,886,48,Great casual top,5,1,9,Tops
566,937,59,Great for travel,3,1,14,Tops
567,886,46,Great neckline & good xl fit,4,1,0,Tops
568,1137,49,Simple luxury,5,1,7,Trend
569,1165,31,"Beautiful print, bad fit",3,0,0,Intimate
570,937,29,"Great slouchy sweater, perfect color",5,1,0,Tops
571,1110,45,Huge dress,2,0,27,Dresses
572,1059,40,Love these pants,5,1,14,Bottoms
573,1137,69,The tee i have always been looking for!,5,1,1,Trend
574,745,28,The softest leggings,5,1,2,Intimate
575,937,74,Great fall sweater,4,1,1,Tops
576,1110,48,Very hip,4,1,2,Dresses
577,1110,35,Still cute despite...,4,1,0,Dresses
578,937,38,Love,5,1,1,Tops
579,886,42,Great color!,5,1,0,Tops
580,937,45,Nice surprise,5,1,8,Tops
581,937,38,More colorways please =d,5,1,0,Tops
582,873,51,Love this top!!,5,1,1,Tops
583,937,38,New favorite,5,1,0,Tops
584,886,46,Everyday winter t updated,5,1,2,Tops
585,873,30,Darling and sophisticated,5,1,0,Tops
586,886,45,Adorable t-shirt,5,1,43,Tops
587,245,31,Love,5,1,1,Intimate
588,886,36,Great tee,5,1,1,Tops
589,886,49,Casual comfort with style,4,1,0,Tops
590,1087,39,"Pretty dress, lots of fabric",4,1,0,Dresses
591,1087,55,Surprisingly heavy,3,0,2,Dresses
592,1087,36,Casual and comforable. i love it,5,1,0,Dresses
593,886,25,Great casual shirt,4,1,0,Tops
594,886,41,Love the neckline,5,1,5,Tops
595,1110,38,Amazingly cute but runs huge!,4,1,0,Dresses
596,1165,29,Ok suit,3,0,11,Intimate
597,937,34,Perfect for cool summer evenings,5,1,4,Tops
598,1137,66,Too cropped,3,1,0,Trend
599,1087,29,Gorgeous,5,1,15,Dresses
600,886,39,Cute tee with fun neckline,4,1,0,Tops
601,1087,44,Beautiful and unique but didn't work for me,4,1,1,Dresses
602,937,40,Frumpy,3,0,2,Tops
603,937,39,Stinky sweater!,1,0,0,Tops
604,886,50,Nice spin on an everyday t-shirt,4,1,0,Tops
605,1137,52,Elegant retro sweater tee,5,1,1,Trend
606,886,54,"Beautiful blue, but....",3,1,1,Tops
607,886,34,Just perfect!,5,1,5,Tops
608,937,60,"Comfortable, fashionable, throw on over anything",5,1,14,Tops
609,937,22,Love it!,5,1,0,Tops
610,1087,58,Perfection,5,1,0,Dresses
611,1087,62,Perfer beige over pink,3,0,0,Dresses
612,1087,43,So very disappointed,2,0,2,Dresses
613,886,26,Basic with a twist,5,1,0,Tops
614,886,37,Love this shirt!,5,1,0,Tops
615,245,33,Perfect dress,5,1,4,Intimate
616,937,43,"Nice, comfy sweater",5,1,0,Tops
617,937,37,Scratchy,3,0,1,Tops
618,937,49,"Cute, but didnt love",3,0,0,Tops
619,1087,34,Great for hot summers,4,1,42,Dresses
620,745,40,Love!!,5,1,1,Intimate
621,745,42,Finally found nice leggings!,4,1,1,Intimate
622,1087,36,Gorgeous on the hanger but not for me,3,0,2,Dresses
623,937,46,Primula cocoon cardi,2,0,4,Tops
624,937,32,Not for me,1,0,0,Tops
625,1110,24,"Beautiful, runs very large",4,1,1,Dresses
626,745,33,Super soft and comfortable,5,1,0,Intimate
627,1087,38,Awful if you have any sort of curves!,2,0,2,Dresses
628,1110,35,Armholes huge,2,0,0,Dresses
629,873,52,Modern take on 1950's vibe,5,1,1,Tops
630,895,38,Most beautiful sweater that i own!,5,1,3,Tops
631,895,25,Perfect,5,1,1,Tops
632,895,56,Imperial garden,5,1,1,Tops
633,1072,56,No slip and totally sheer dress,2,0,0,Dresses
634,895,23,Amazing,5,1,0,Tops
635,945,53,Ordinary for the price,1,0,12,Tops
636,895,47,Didn't work on my pear shape,3,0,0,Tops
637,850,45,Good basic - but sheer,4,1,0,Tops
638,945,33,Effortlessly chic!,5,1,0,Tops
639,895,56,Don't trust anyone,4,1,1,Tops
640,805,43,Sheet,3,0,2,Intimate
641,850,49,Happyinpdx,5,1,1,Tops
642,850,36,Great shirt,4,1,0,Tops
643,895,58,Couldn't get past the itch factor,3,1,1,Tops
644,1072,35,Stunning! just buy a belt with it.,5,1,3,Dresses
645,805,66,Runs big,4,1,3,Intimate
646,945,43,If only it looked like the photo.....,1,0,8,Tops
647,833,42,Not as pretty in person,3,0,12,Tops
648,833,43,Feminine and tts,5,1,3,Tops
649,833,54,Beautiful blouse,5,1,0,Tops
650,833,43,Pretty top,4,1,0,Tops
651,1072,68,"Size down - loose,, flowing material - love it!",5,1,3,Dresses
652,895,60,Warm and chic,4,1,0,Tops
653,850,32,Perfect tank to be dressed up or down,5,1,0,Tops
654,833,55,Pretty and feminine,5,1,2,Tops
655,895,39,Perfect,5,1,0,Tops
656,895,60,Beautiful sweater!,5,1,1,Tops
657,895,50,Wanted to love it - but . . .,2,0,0,Tops
658,886,23,Shrinks!!!,2,0,14,Tops
659,886,32,"Love, love, love!",5,1,0,Tops
660,886,56,Loved this top,5,1,0,Tops
661,1078,61,Flattering,5,1,7,Dresses
662,1089,34,Love,5,1,0,Dresses
663,895,48,Very plain on the front,3,0,2,Tops
664,886,34,Might be great if you have a bun in the oven!,2,0,0,Tops
665,895,42,Pretty but just okay when worn.,3,0,0,Tops
666,1105,49,Very versatile,4,1,0,Dresses
667,886,29,Great winter tunic,4,1,0,Tops
668,886,43,Not a great design,2,0,0,Tops
669,886,63,V-neck t,3,1,1,Tops
670,969,34,Super cute- order a size down,5,1,0,Jackets
671,886,60,Nice tunic,4,1,2,Tops
672,1078,39,Nice casual tunic-dress,5,1,2,Dresses
673,1060,39,Not as bad as previously reviewed,4,1,7,Bottoms
674,886,32,Love the black,5,1,24,Tops
675,886,39,Weird shape.,2,0,15,Tops
676,895,54,Boxy,3,0,0,Tops
677,895,71,Cute but short,4,1,0,Tops
678,886,46,"Too long, poor quality",3,0,0,Tops
679,895,30,Sent to me damaged,2,1,0,Tops
680,895,59,Gold thread,2,0,2,Tops
681,1089,26,Not for me,3,1,2,Dresses
682,886,46,Great tunic,5,1,37,Tops
683,895,35,Not for tall ladies,2,0,1,Tops
684,886,61,Lokka tunic,2,0,0,Tops
685,1078,46,I'm in love!,5,1,0,Dresses
686,895,49,Pretty cropped cardigan.,4,1,0,Tops
687,975,28,Love but poorly made,3,0,0,Jackets
688,975,74,This velvet has swagger!,5,1,2,Jackets
689,1078,82,Great dress!!,5,1,5,Dresses
690,886,41,Cute basic,4,1,0,Tops
691,886,35,Lokka is lovely,5,1,0,Tops
692,886,37,Great shirt,5,1,0,Tops
693,1078,41,The perfect fall dress,5,1,5,Dresses
694,1078,56,"Adorable, comfortable, flattering; this has it all",5,1,6,Dresses
695,895,30,Cute!!,5,1,0,Tops
696,895,29,Funky seams,3,0,1,Tops
697,886,26,Perfect!,5,1,0,Tops
698,1089,28,Beautiful dress!,5,1,2,Dresses
699,975,45,Not enough structure fo rme,3,1,13,Jackets
700,886,29,Comfortable,5,1,0,Tops
701,1078,47,Could be a bit shorter,4,1,0,Dresses
702,895,28,Great cardigan,5,1,0,Tops
703,1060,38,Not worth the $$,2,0,17,Bottoms
704,895,64,Pretty,5,1,1,Tops
705,975,64,Well...it is green,4,1,3,Jackets
706,975,52,Feminine blazer,5,1,3,Jackets
707,815,72,"Adorable top, a little pricey",4,1,2,Tops
708,1026,43,So comfortable,5,1,1,Bottoms
709,823,39,Huge arm holes,2,0,11,Tops
710,1055,29,Looks can be deceiving,2,0,0,Bottoms
711,1081,47,Not as pictured,3,1,9,Dresses
712,2,28,"Gorgeous top, straps way too long",4,1,0,Tops
713,1081,51,Still awesome,5,1,0,Dresses
714,936,35,Perfect for any season,5,1,9,Tops
715,1026,66,Super cute pants,5,1,1,Bottoms
716,1081,50,So wanted to love it...,2,0,4,Dresses
717,299,37,Cute casual shorts,5,1,3,Bottoms
718,1055,36,Adorable culottes!,4,1,4,Bottoms
719,1055,43,Not for big girls :(,2,0,11,Bottoms
720,1026,42,Perfect fit,5,1,0,Bottoms
721,1010,60,"A little 'hip-y""",4,1,1,Bottoms
722,1086,44,Maybe one i got it's not right?,4,0,3,Dresses
723,1026,26,Buy these now.,5,1,0,Bottoms
724,1081,42,Different dresses,1,0,4,Dresses
725,754,48,Classic with a twist,5,1,0,Intimate
726,952,43,So beautiful!!,5,1,0,Tops
727,952,59,"Great yarn texture and colors, look closely though",3,1,2,Tops
728,861,36,So cute,5,1,0,Tops
729,1008,66,Great for tall ladies,4,1,0,Bottoms
730,952,39,Kind of calssic retailer,4,1,7,Tops
731,1008,52,Nice skirt!,5,1,11,Bottoms
732,1025,30,Not petite inseam...,1,0,1,Bottoms
733,832,40,Frayed bottom hem.....,3,0,3,Tops
734,861,48,This is not red!,3,0,0,Tops
735,1066,53,Unfortunately for me but good for someone else...,3,1,1,Bottoms
736,1008,29,Great for dressing up or down,5,1,0,Bottoms
737,1015,46,Wow!,5,1,0,Bottoms
738,1008,46,Georgeous skirt,5,1,2,Bottoms
739,862,40,Love at first wear,5,1,0,Tops
740,1008,44,Lovely and colorful,4,1,2,Bottoms
741,1025,69,Fantastic fit!,5,1,0,Bottoms
742,1111,47,Flirty cocktail dress,5,1,3,Dresses
743,1066,21,What a dream!!!,5,1,0,Bottoms
744,80,47,Size and function,2,0,0,Intimate
745,1008,67,Looks better on line,3,0,1,Bottoms
746,861,66,Sporty and chic,5,1,1,Tops
747,862,51,Great little top,5,1,3,Tops
748,1066,35,"Comfortable, stylish, 70's relived.",5,1,1,Bottoms
749,1008,41,Wonderful skirt,5,1,1,Bottoms
750,1066,46,Long pocket equals short leg,4,1,0,Bottoms
751,1066,43,Better than in the photo,5,1,0,Bottoms
752,1008,43,Very pretty,5,1,10,Bottoms
753,861,36,"Great, great top",5,1,8,Tops
754,1080,55,Fabulous,5,1,0,Dresses
755,1008,52,Love love love,5,1,0,Bottoms
756,1008,50,Lovely prints,3,0,0,Bottoms
757,952,77,Great colors!,5,1,1,Tops
758,952,39,Layer cake,5,1,0,Tops
759,1066,57,Great quality but...,4,1,1,Bottoms
760,862,65,Perfect tee!,5,1,0,Tops
761,1015,44,Chic and classy,5,1,1,Bottoms
762,1066,45,Very nice,5,1,12,Bottoms
763,1066,60,Funky fit,3,0,0,Bottoms
764,1047,46,Stunning!,5,1,0,Bottoms
765,1094,27,"Pretty, but already piling",3,0,0,Dresses
766,1033,20,Great jeans,5,1,12,Bottoms
767,936,51,Gorgeous!!,5,1,0,Tops
768,1094,46,"Cute, but no sale",2,0,0,Dresses
769,154,35,"Pretty pattern, weird texture",4,0,0,Intimate
770,1094,41,Lovely and flattering,5,1,10,Dresses
771,1094,39,Not flattering on,3,0,0,Dresses
772,1140,27,Awesome skirt,5,1,0,Trend
773,154,40,Shorter than expected,2,0,4,Intimate
774,936,36,Little green riding hood,4,1,0,Tops
775,1094,35,Great dress for all occasions,4,1,0,Dresses
776,158,25,Love these for fall!,5,1,1,Intimate
777,1033,37,Luv! so comfy,4,1,2,Bottoms
778,154,29,Soft and unique but short sleeves,4,1,1,Intimate
779,936,31,Shapeless,3,0,1,Tops
780,1094,54,Divine and comfortable,5,1,0,Dresses
781,936,31,Must try on,5,1,11,Tops
782,1154,39,"Pretty color, nice fit, fun t-back",5,1,0,Intimate
783,1022,39,Loose waist,4,1,1,Bottoms
784,949,28,Want go get another in a diff color,5,1,0,Tops
785,154,38,Soft but boxy,4,1,0,Intimate
786,1033,37,Disappointing fit!,2,0,0,Bottoms
787,154,41,Super comfy but very boxy,4,1,0,Intimate
788,1047,43,The fabric is heavy,3,0,0,Bottoms
789,1094,54,Beautiful fit,5,1,0,Dresses
790,1033,47,Finally jeans for curves!,5,1,1,Bottoms
791,1094,36,A winner!,5,1,6,Dresses
792,154,48,Cozy comfy beautiful top,5,1,1,Intimate
793,936,21,Warm and cozy,4,1,3,Tops
794,1094,29,Great dress!,5,1,0,Dresses
795,154,50,Love this sweater!,5,1,0,Intimate
796,1094,36,Washed out looking,3,0,0,Dresses
797,936,41,Classic,5,1,0,Tops
798,1094,41,Soft and flattering,5,1,1,Dresses
799,936,34,"Soft, flattering, warm and versatile!",5,1,2,Tops
800,1094,41,My holiday dress,5,1,9,Dresses
801,1145,66,In love,5,1,3,Trend
802,1033,45,Close but not quite right,4,1,0,Bottoms
803,936,31,Amazing!,5,1,4,Tops
804,936,68,Versatile,5,1,4,Tops
805,936,65,"Sweater, not a coat.. but amazing",5,1,11,Tops
806,1094,48,Comfortable but not exciting,3,0,0,Dresses
807,936,37,Gorgeous!!!,5,1,8,Tops
808,936,36,Gorgeous,5,1,1,Tops
809,854,29,So soft!,5,1,0,Tops
810,936,34,Love this lightweight coat!,5,1,2,Tops
811,154,48,Soft & warm,5,1,0,Intimate
812,1033,63,Love at first fit,5,1,10,Bottoms
813,1033,49,Nice quality,4,1,0,Bottoms
814,936,35,Too much for this sweater,3,0,0,Tops
815,936,35,Super comfortable but big,4,1,0,Tops
816,936,83,In love,5,1,0,Tops
817,1047,67,Love. love. love,5,1,4,Bottoms
818,1094,39,Warm,5,1,2,Dresses
819,936,39,Owned in 3 sizes 3 colors all great,5,1,0,Tops
820,1047,34,Strange and wonderful,5,1,0,Bottoms
821,1094,37,Bautiful lines,5,1,2,Dresses
822,936,59,Best to try on in store,3,1,0,Tops
823,936,40,Cozy cut,5,1,0,Tops
824,1094,27,"Slimming, cute",5,1,0,Dresses
825,936,28,Beautiful design but not great quality.,3,1,4,Tops
826,1154,44,Worth every penny!,5,1,0,Intimate
827,936,47,Lovely,5,1,0,Tops
828,936,42,Beautiful coat,5,1,0,Tops
829,936,31,Love this!,5,1,0,Tops
830,868,26,Cute tunic,4,1,0,Tops
831,854,59,Misleading picture!,1,0,1,Tops
832,936,33,"Cozy, flattering, and practical",5,1,1,Tops
833,949,47,Great sweater!,4,1,0,Tops
834,1094,46,Beautiful,5,1,1,Dresses
835,936,24,Best sweater jacket!,5,1,2,Tops
836,1047,34,Not for every body type,2,1,0,Bottoms
837,1083,53,Best for staright figures,4,1,3,Dresses
838,949,38,Cute sweater!,5,1,0,Tops
839,949,58,So happy i ordered this!,5,1,0,Tops
840,909,33,"Wanted to love it, but just kinda like it",3,1,6,Tops
841,949,67,Lovely top,5,1,14,Tops
842,873,32,Comfy & cute,5,1,1,Tops
843,909,82,Love this sweater,5,1,0,Tops
844,1083,46,Classically byron lars,5,1,5,Dresses
845,873,34,Great blouse,5,1,0,Tops
846,1083,35,Awesome dress,5,1,0,Dresses
847,949,42,Beautiful!,5,1,0,Tops
848,949,35,Cute sweater!,5,1,0,Tops
849,909,41,Nice,4,1,0,Tops
850,949,30,"Cotton, cotton, love cotton!",5,1,0,Tops
851,873,50,Large and very wide!,2,0,13,Tops
852,873,23,Flowy,5,1,1,Tops
853,949,52,Love this sweater,5,1,0,Tops
854,949,38,"Interesting sweater, good quality",5,1,6,Tops
855,949,66,Nice cotton sweater,4,1,0,Tops
856,873,69,Quality & cut,1,0,2,Tops
857,949,40,Not as great as the photos,4,1,2,Tops
858,873,48,Beautiful casual top,3,1,0,Tops
859,864,40,Cute tee,5,1,0,Tops
860,864,39,Great tee but kind of short,4,1,0,Tops
861,873,71,Pretty but not for me,3,0,0,Tops
862,873,42,Love the color!,5,1,3,Tops
863,949,57,Finally a flattering sweater!,5,1,6,Tops
864,1083,54,"Great dress, not for me",4,1,0,Dresses
865,909,46,Farm animal pullover,2,0,0,Tops
866,949,23,Perfect in all respects,5,1,0,Tops
867,949,44,"I wanted to love this sweater, but......",2,1,1,Tops
868,949,45,"Upscale, unique sweater",5,1,1,Tops
869,864,22,Fun shirt!,5,1,4,Tops
870,873,52,Lovely surprise,5,1,0,Tops
871,1099,50,Petite busty girls rejoice 2,5,1,1,Dresses
872,829,41,Cute!,4,1,2,Tops
873,815,53,Such a beautiful victorian blouse!,5,1,4,Tops
874,1099,57,Paisley silk maxi dress,2,0,6,Dresses
875,831,20,"Beautiful top, looks great with black/gray jeans",5,1,1,Tops
876,738,30,"Gorgeous, high quality, and figure flattering!",5,1,4,Intimate
877,1099,42,Pretty in pink,4,1,0,Dresses
878,1094,53,This dress is divine!,5,1,11,Dresses
879,831,26,"Cute top, but beware it shrinks!!",3,1,4,Tops
880,1001,39,"Runs big, great material but not as pictured",2,0,1,Bottoms
881,895,47,"Beautiful, cozy sweater",5,1,3,Tops
882,831,46,Worth thr $$$,5,1,0,Tops
883,895,33,Stunning,5,1,2,Tops
884,987,58,Zipper is short,4,1,4,Bottoms
885,1099,49,Amazing,5,1,6,Dresses
886,1099,52,Lovely!,4,1,0,Dresses
887,868,55,Pretty and feminine,4,1,4,Tops
888,831,27,My absolute favorite top,5,1,7,Tops
889,829,46,Not perfect but cute shirt!!,4,1,0,Tops
890,1099,41,Gorgeous!!!,5,1,3,Dresses
891,829,26,"Great color, not so great tailoring",2,0,9,Tops
892,829,40,Casual top,4,1,0,Tops
893,868,29,I wanted to love this shirt.,3,0,0,Tops
894,831,72,Love this blouse!,5,1,2,Tops
895,868,56,Super cute with right body style,3,1,3,Tops
896,829,66,Maybe,3,1,0,Tops
897,815,31,Super cute,5,1,0,Tops
898,895,48,Great piece,5,1,1,Tops
899,831,54,Shrinks,1,0,0,Tops
900,1099,32,Cute!!!,5,1,8,Dresses
901,1099,77,"Love, love, love this dress!",4,1,0,Dresses
902,829,40,"Elegant, timeless and versatile",5,1,0,Tops
903,815,39,Ig brought me here,4,1,0,Tops
904,1076,43,Poor quality,1,0,4,Dresses
905,815,37,Wanted to love her,3,0,6,Tops
906,831,44,Cute top!,5,1,8,Tops
907,815,52,Victorian in a good way,5,1,7,Tops
908,831,33,Love this blouse,5,1,0,Tops
909,877,53,One can never have enough sequins,4,1,0,Tops
910,1068,65,Cute pant,3,0,1,Bottoms
911,1020,62,Gorgeous fabric,3,0,4,Bottoms
912,1068,45,Love these,5,1,0,Bottoms
913,1020,47,Great fabric but really bad shape,1,0,6,Bottoms
914,1068,42,So much cuter in person and oh so comfy,5,1,1,Bottoms
915,691,38,Tx fan,4,1,0,Intimate
916,831,40,"Beautiful top, but it shrank substantially!",3,0,17,Tops
917,1068,39,Nice enough,4,1,2,Bottoms
918,1089,49,Cute dress but poor design,2,0,4,Dresses
919,777,31,So sad,1,0,0,Intimate
920,860,41,Wanted to love it!,3,0,5,Tops
921,1089,52,Can't miss classic!!,5,1,12,Dresses
922,875,64,Cute and comfortable,5,1,0,Tops
923,860,53,Favorite summer top,5,1,1,Tops
924,777,48,Happy girl!,5,1,1,Intimate
925,777,64,Unusual and eyecatching,5,1,1,Intimate
926,860,48,Beautiful in blue!,5,1,2,Tops
927,860,39,Gorgeous!,5,1,0,Tops
928,1089,68,Cute but runs small,4,1,9,Dresses
929,777,36,Not what i thought,3,0,1,Intimate
930,992,62,Beautiful day to evening skirt,4,1,0,Bottoms
931,1068,42,Stretch out a whole size,2,0,30,Bottoms
932,1068,37,Love love love!,5,1,10,Bottoms
933,860,51,Easy fit,5,1,0,Tops
934,831,38,Gorgeous top!,5,1,2,Tops
935,1020,59,Shape problem,3,0,6,Bottoms
936,1089,56,Gorgeous - but.......,3,0,4,Dresses
937,1089,48,Just average,3,0,8,Dresses
938,860,32,Maternity top,2,0,1,Tops
939,993,49,Everyday casual and cute,5,1,0,Bottoms
940,860,62,"Unusual, cool, fun top",5,1,0,Tops
941,777,33,Gorgeous leggings,5,1,0,Intimate
942,197,46,L space chloe top,3,0,0,Intimate
943,860,38,Soft tank for the summer,4,1,2,Tops
944,1068,35,Fine for a fitness class,3,0,0,Bottoms
945,860,26,Nice top,4,1,2,Tops
946,1042,31,Pretty much just like picture,4,1,0,Bottoms
947,1060,55,Absolutely beautiful and feminine,5,1,34,Bottoms
948,59,45,Fabulous,5,1,2,Intimate
949,1060,58,"Lovely, comfortable and versatile",5,1,0,Bottoms
950,1094,39,Disappointed,3,0,55,Dresses
951,1060,46,Love,5,1,4,Bottoms
952,235,32,Not sure what body type this suit is designed for,1,0,0,Intimate
953,1060,48,Loved but both in my store had quality issues,4,0,10,Bottoms
954,1060,62,"Came dirty, but nice fit...",4,1,0,Bottoms
955,1082,28,Bright & versatile,5,1,1,Dresses
956,1060,46,Feminine,5,1,2,Bottoms
957,1042,49,Love these!,4,1,0,Bottoms
958,1060,37,Super cute. pockets would be nice,4,1,2,Bottoms
959,1110,23,Prettier in person,5,1,0,Dresses
960,1072,29,"Pretty, but not great",3,0,4,Dresses
961,1094,53,Beautiful summer dress,4,1,0,Dresses
962,1204,39,Comfy and cute pants,5,1,3,Bottoms
963,1204,39,Very comfortable/relaxed,4,1,0,Bottoms
964,1082,31,Finally found my staple summer dress!,5,1,2,Dresses
965,1072,43,Awkward,3,0,5,Dresses
966,1060,55,So flattering!,5,1,6,Bottoms
967,1060,63,Why is it so big?,3,1,0,Bottoms
968,1060,27,Not what i expected,3,0,4,Bottoms
969,1060,85,"Beautiful, flattering, but runs large",5,1,4,Bottoms
970,1060,64,Adorable,5,1,0,Bottoms
971,1072,48,Lovely dress,4,1,5,Dresses
972,1094,33,Odd shape,2,0,0,Dresses
973,1082,53,Didn't try it on,2,0,0,Dresses
974,720,43,Cute casual summer dress,4,1,5,Intimate
975,1060,26,Throw on and go perfection,5,1,9,Bottoms
976,1110,38,Huge,3,0,1,Dresses
977,1094,50,Just a nice dress...,3,1,0,Dresses
978,720,80,Pretty but runs big!!,5,1,1,Intimate
979,720,37,Fun easy dress!,5,1,4,Intimate
980,1022,38,Sleepable jeans,5,1,0,Bottoms
981,1060,59,"Lovely, feminine, needs belt for definition",5,1,4,Bottoms
982,1042,39,"Unique, classy",5,1,0,Bottoms
983,1072,36,Pretty dress but oddly cut in the middle,4,0,6,Dresses
984,1110,27,"Beautifully constructed dress, runs large",5,1,3,Dresses
985,1094,72,Perfect for irish fest and beyond!,5,1,0,Dresses
986,1060,32,"Cute, sweet, flirty, sexy",5,1,14,Bottoms
987,868,34,Nice simple staple,5,1,2,Tops
988,1094,42,Flowy and flirty for summer flings,5,1,0,Dresses
989,1094,52,Great dress but not in green,3,1,1,Dresses
